timestamp,bicycle,car,motorbike,bus,truck,person,bird,cat,dog,umbrella,suitcase,other
20240108_000011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_001011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_002011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_003011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_004011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_005011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_010010,0,0,0,0,0,0,0,0,0,0,0,0
20240108_011011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_012011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_013011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_014011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_015011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_020011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_021011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_022011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_023011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_024011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_025011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_030011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_031011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_032011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_033011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_034011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_035010,0,0,0,0,0,0,0,0,0,0,0,0
20240108_040010,0,0,0,0,0,0,0,0,0,0,0,0
20240108_041011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_042011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_043011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_044011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_045011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_050011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_051011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_052011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_053011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_054011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_055011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_060011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_061011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_062010,0,0,0,0,0,0,0,0,0,0,0,0
20240108_063010,0,2,0,0,0,0,0,0,0,0,0,0
20240108_064010,0,0,0,0,0,0,0,0,0,0,0,0
20240108_065010,0,0,0,0,0,0,0,0,0,0,0,0
20240108_070010,0,2,0,0,0,0,0,0,0,0,0,0
20240108_071010,0,2,0,0,1,0,0,0,0,0,0,0
20240108_072010,0,2,0,0,2,0,0,0,0,0,0,0
20240108_073010,0,1,0,0,0,0,0,0,0,0,0,0
20240108_074011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_075011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_080011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_081011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_082011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_083011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_084011,0,2,0,0,0,0,0,0,0,0,0,0
20240108_085011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_090011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_091011,0,2,0,0,0,0,0,0,0,0,0,0
20240108_092011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_093011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_094011,0,1,0,0,0,0,0,0,0,0,0,1
20240108_095011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_100011,0,2,0,0,0,0,0,0,0,0,0,0
20240108_101011,0,2,0,0,0,0,0,0,0,0,0,1
20240108_102011,0,1,0,0,0,0,0,0,0,0,1,0
20240108_103011,0,3,0,0,0,0,0,0,0,0,0,0
20240108_104011,0,3,0,0,0,0,0,0,0,0,0,0
20240108_105011,0,6,0,0,0,0,0,0,0,0,0,0
20240108_110011,0,3,0,1,0,1,0,0,0,0,0,0
20240108_111011,0,4,0,1,0,0,0,0,0,0,0,0
20240108_112011,0,3,0,0,1,0,0,0,0,0,0,1
20240108_113011,0,5,0,0,0,0,0,0,0,0,0,0
20240108_114011,0,2,0,0,0,0,0,0,0,0,0,0
20240108_115011,0,0,0,0,0,0,0,0,0,0,0,1
20240108_120011,0,2,0,0,1,0,0,0,0,0,0,0
20240108_121011,0,3,0,0,0,0,0,0,0,0,1,1
20240108_122011,0,5,0,0,0,0,0,0,0,0,0,0
20240108_123010,0,2,0,0,0,0,0,0,0,0,1,0
20240108_124010,0,3,0,0,0,0,0,0,0,0,0,0
20240108_125010,0,6,0,0,1,0,0,0,0,0,0,0
20240108_130010,0,4,0,0,0,0,0,0,0,0,0,1
20240108_131010,0,3,0,0,0,1,0,0,0,0,0,0
20240108_132010,0,3,0,0,0,0,0,0,0,0,0,0
20240108_133010,0,4,0,0,0,0,0,0,0,0,0,0
20240108_134011,0,2,0,0,0,0,0,0,0,0,0,1
20240108_135011,0,6,0,0,0,0,0,0,0,0,0,0
20240108_140011,0,2,0,0,1,0,0,0,0,0,0,1
20240108_141011,0,4,0,0,0,0,0,0,0,0,0,0
20240108_142011,0,4,0,0,0,0,0,0,0,0,0,1
20240108_143011,0,3,0,0,1,1,0,0,0,0,0,0
20240108_144011,0,3,0,0,0,0,0,0,0,0,0,0
20240108_145011,0,4,0,0,1,0,0,0,0,0,0,1
20240108_150011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_151011,0,5,0,0,0,0,0,0,0,0,0,1
20240108_152011,0,3,0,0,2,0,0,0,0,0,0,1
20240108_153011,0,5,0,0,0,0,0,0,0,0,0,0
20240108_154011,0,3,0,0,0,0,0,0,0,0,0,0
20240108_155011,0,3,0,0,0,0,0,0,0,0,0,0
20240108_160011,0,3,0,0,0,0,0,0,0,0,0,0
20240108_161011,0,2,0,0,0,0,0,0,0,0,0,0
20240108_162011,0,2,0,0,0,1,0,0,0,0,0,0
20240108_163011,0,1,0,0,0,0,0,0,0,0,0,0
20240108_164010,0,3,0,0,0,1,0,0,0,0,0,0
20240108_165011,0,3,0,0,0,0,0,0,0,0,0,0
20240108_170011,0,4,0,0,0,0,0,0,0,0,0,1
20240108_171011,0,2,0,0,0,0,0,0,0,0,0,0
20240108_172011,0,2,0,0,0,0,0,0,0,0,0,0
20240108_173011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_174011,0,0,0,0,0,0,0,0,0,0,1,0
20240108_175011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_180011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_181011,0,0,0,0,0,0,0,0,0,0,0,1
20240108_182011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_183011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_184011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_185011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_190011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_191011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_192011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_193011,0,0,0,0,0,0,0,0,0,0,0,0
20240108_194010,0,0,0,0,0,0,0,0,0,0,0,0
20240108_195010,0,0,0,0,0,0,0,0,0,0,0,0
