timestamp,bicycle,car,motorbike,bus,truck,person,bird,cat,dog,umbrella,suitcase,other
20240109_100011,0,0,0,0,0,1,0,0,0,0,0,0
20240109_101011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_102011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_103011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_104011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_105011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_110011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_111011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_112011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_113011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_114011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_115011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_120011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_121011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_122010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_123010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_124010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_125010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_130011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_131011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_132011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_133011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_134011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_135011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_140011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_141011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_142011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_143011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_144011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_145011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_150011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_151011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_152011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_153011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_154011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_155011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_160011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_161011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_162011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_163011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_164011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_165011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_170011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_171011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_172011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_173011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_174011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_175011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_180011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_181011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_182011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_183011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_184010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_185010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_190010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_191010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_192011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_193011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_194011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_195011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_200011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_201011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_202011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_203011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_204011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_205011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_210011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_211011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_212011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_213011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_214011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_215011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_220011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_221011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_222011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_223011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_224011,0,1,0,0,0,0,0,0,0,0,0,0
20240109_225010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_230010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_231010,0,0,0,0,0,0,0,0,0,0,0,0
20240109_232011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_233011,0,1,0,0,0,0,0,0,0,0,0,0
20240109_234011,0,0,0,0,0,0,0,0,0,0,0,0
20240109_235011,0,0,0,0,0,0,0,0,0,0,0,0
