timestamp,bicycle,car,motorbike,bus,truck,person,bird,cat,dog,umbrella,suitcase,other
20240112_222011,0,1,0,0,0,0,0,0,0,0,0,0
20240112_223011,0,1,0,0,0,0,0,0,0,0,0,0
20240112_224011,0,1,0,0,0,0,0,0,0,0,0,0
20240112_225011,0,0,0,0,0,0,0,0,0,0,0,0
20240112_230011,0,0,0,0,0,0,0,0,0,0,0,0
20240112_231011,0,0,0,0,0,0,0,0,0,0,0,0
20240112_232011,0,0,0,0,0,0,0,0,0,0,0,0
20240112_233011,0,0,0,0,0,0,0,0,0,0,0,0
20240112_234010,0,0,0,0,0,0,0,0,0,0,0,0
20240112_235010,0,0,0,0,0,0,0,0,0,0,0,0
